sale_id,store_id,store_name,product_id,product_name,quantity,price,cost,returns,sale_date
1276,104,Mumbai Store,203,Headphones,6,9993,8689,3,2026-04-14
1277,102,Bangalore Store,201,Laptop,5,46280,33972,0,2026-01-09
1278,104,Mumbai Store,202,Mobile,1,46336,40779,1,2026-02-03
1279,103,Hyderabad Store,206,Monitor,3,11371,9739,2,2026-06-25
1280,101,Chennai Store,203,Headphones,3,20165,17941,3,2026-05-13
1281,103,Hyderabad Store,203,Headphones,1,7249,5392,0,2026-04-01
1282,104,Mumbai Store,207,Tablet,5,56517,35613,0,2026-05-10
1283,105,Delhi Store,205,Mouse,3,59273,48591,2,2026-02-27
1284,105,Delhi Store,203,Headphones,6,44162,31944,1,2026-02-12
1285,102,Bangalore Store,201,Laptop,3,25845,17591,1,2026-06-15
1286,103,Hyderabad Store,208,Printer,2,26640,17260,1,2026-01-25
1287,101,Chennai Store,205,Mouse,3,57321,39704,0,2026-02-07
1288,105,Delhi Store,201,Laptop,1,51080,43584,2,2026-02-13
1289,104,Mumbai Store,204,Keyboard,5,1540,1343,3,2026-05-11
1290,104,Mumbai Store,207,Tablet,4,5557,3669,1,2026-06-07
1291,105,Delhi Store,201,Laptop,5,21246,13913,2,2026-06-08
1292,101,Chennai Store,207,Tablet,6,6296,5634,3,2026-01-31
1293,103,Hyderabad Store,207,Tablet,1,30325,24575,2,2026-01-02
1294,105,Delhi Store,205,Mouse,2,26488,23468,0,2026-04-03
1295,104,Mumbai Store,207,Tablet,5,37401,29928,0,2026-05-10
1296,101,Chennai Store,208,Printer,2,953,664,2,2026-01-01
1297,103,Hyderabad Store,205,Mouse,5,32134,25190,0,2026-02-26
1298,103,Hyderabad Store,203,Headphones,4,28753,17880,1,2026-04-13
1299,105,Delhi Store,201,Laptop,7,13737,11612,0,2026-06-08
1300,105,Delhi Store,208,Printer,6,48788,31211,1,2026-01-16
1301,102,Bangalore Store,204,Keyboard,4,23744,20324,2,2026-03-30
1302,104,Mumbai Store,201,Laptop,2,23498,14811,0,2026-01-15
1303,104,Mumbai Store,201,Laptop,7,40760,27337,0,2026-03-15
1304,102,Bangalore Store,201,Laptop,2,14586,10580,0,2026-03-01
1305,103,Hyderabad Store,208,Printer,2,22544,18658,1,2026-03-20
1306,101,Chennai Store,201,Laptop,1,24840,21880,0,2026-05-22
1307,105,Delhi Store,204,Keyboard,6,55558,46616,3,2026-03-18
1308,102,Bangalore Store,207,Tablet,6,59617,36761,3,2026-01-18
1309,101,Chennai Store,201,Laptop,5,10665,8231,2,2026-03-11
1310,103,Hyderabad Store,208,Printer,5,27669,19374,3,2026-03-15
1311,102,Bangalore Store,208,Printer,5,16382,11328,1,2026-05-07
1312,101,Chennai Store,208,Printer,7,42755,36905,3,2026-06-17
1313,104,Mumbai Store,203,Headphones,1,59912,53301,3,2026-01-17
1314,101,Chennai Store,206,Monitor,3,32908,21778,3,2026-06-30
1315,105,Delhi Store,206,Monitor,3,27079,22550,0,2026-02-24
1316,101,Chennai Store,205,Mouse,6,36128,29718,2,2026-01-26
1317,101,Chennai Store,206,Monitor,2,36521,23923,2,2026-05-02
1318,103,Hyderabad Store,207,Tablet,5,19549,13298,1,2026-06-13
1319,102,Bangalore Store,208,Printer,5,39090,34905,0,2026-02-01
1320,104,Mumbai Store,202,Mobile,6,55685,48691,0,2026-03-05
1321,104,Mumbai Store,206,Monitor,2,31305,19271,0,2026-04-02
1322,103,Hyderabad Store,203,Headphones,7,16638,13987,3,2026-04-10
1323,103,Hyderabad Store,204,Keyboard,7,29586,23671,0,2026-01-29
1324,102,Bangalore Store,203,Headphones,2,3935,2382,2,2026-05-12
1325,102,Bangalore Store,206,Monitor,7,33326,28012,2,2026-06-05
1326,102,Bangalore Store,203,Headphones,5,42622,35587,2,2026-02-19
1327,102,Bangalore Store,203,Headphones,1,20438,13335,3,2026-03-08
1328,105,Delhi Store,207,Tablet,6,56747,37237,2,2026-01-25
1329,105,Delhi Store,202,Mobile,3,58882,37732,1,2026-05-29
1330,104,Mumbai Store,204,Keyboard,4,57299,38659,0,2026-03-10
1331,104,Mumbai Store,204,Keyboard,6,27067,19548,2,2026-06-12
1332,105,Delhi Store,205,Mouse,2,47237,29090,2,2026-03-22
1333,103,Hyderabad Store,207,Tablet,2,2041,1547,2,2026-05-20
1334,104,Mumbai Store,204,Keyboard,5,35125,24434,2,2026-06-06
1335,101,Chennai Store,208,Printer,7,19153,17065,3,2026-06-07
1336,101,Chennai Store,208,Printer,6,32569,22445,1,2026-01-27
1337,102,Bangalore Store,208,Printer,5,20843,16525,1,2026-06-17
1338,103,Hyderabad Store,206,Monitor,6,36363,24473,3,2026-03-17
1339,101,Chennai Store,203,Headphones,4,44507,36094,2,2026-06-11
1340,103,Hyderabad Store,206,Monitor,2,46230,38379,1,2026-01-28
1341,103,Hyderabad Store,202,Mobile,6,35781,29937,3,2026-04-16
1342,105,Delhi Store,205,Mouse,4,8142,7160,0,2026-02-18
1343,102,Bangalore Store,206,Monitor,7,31282,22272,0,2026-02-06
1344,102,Bangalore Store,207,Tablet,7,3483,2288,1,2026-04-13
1345,104,Mumbai Store,207,Tablet,6,10792,6868,3,2026-04-18
1346,101,Chennai Store,207,Tablet,6,46223,27788,3,2026-04-21
1347,102,Bangalore Store,202,Mobile,4,43078,34172,2,2026-04-14
1348,103,Hyderabad Store,207,Tablet,7,58762,51471,1,2026-02-03
1349,102,Bangalore Store,203,Headphones,2,3068,2537,1,2026-02-10
1350,105,Delhi Store,202,Mobile,1,14695,9220,0,2026-05-27
1351,103,Hyderabad Store,208,Printer,2,1714,1228,2,2026-01-28
1352,105,Delhi Store,203,Headphones,7,47297,31435,1,2026-03-24
1353,103,Hyderabad Store,205,Mouse,1,14277,12174,1,2026-02-23
1354,103,Hyderabad Store,203,Headphones,4,44752,39483,1,2026-04-21
1355,102,Bangalore Store,205,Mouse,1,1237,1099,3,2026-04-11
1356,104,Mumbai Store,201,Laptop,7,56825,37418,3,2026-05-27
1357,103,Hyderabad Store,201,Laptop,3,23527,15580,3,2026-02-01
1358,105,Delhi Store,201,Laptop,6,15611,13893,1,2026-05-17
1359,103,Hyderabad Store,202,Mobile,7,24514,17059,3,2026-01-25
1360,103,Hyderabad Store,204,Keyboard,6,25002,20267,1,2026-02-15
1361,103,Hyderabad Store,208,Printer,7,29406,23211,1,2026-02-07
1362,105,Delhi Store,203,Headphones,4,2331,1652,2,2026-05-07
1363,101,Chennai Store,201,Laptop,7,39265,31459,3,2026-01-09
1364,101,Chennai Store,204,Keyboard,1,37328,28689,1,2026-03-26
1365,105,Delhi Store,202,Mobile,6,21094,15880,0,2026-01-20
1366,101,Chennai Store,207,Tablet,6,59259,38992,0,2026-05-19
1367,104,Mumbai Store,202,Mobile,1,58532,35778,2,2026-04-28
1368,104,Mumbai Store,207,Tablet,5,27341,17178,3,2026-04-14
1369,101,Chennai Store,208,Printer,6,15735,13690,3,2026-02-04
1370,105,Delhi Store,204,Keyboard,7,26969,22852,3,2026-02-21
1371,105,Delhi Store,203,Headphones,1,4141,3366,2,2026-04-13
1372,104,Mumbai Store,207,Tablet,3,5162,4298,1,2026-03-31
1373,101,Chennai Store,201,Laptop,2,42464,29442,2,2026-02-05
1374,101,Chennai Store,208,Printer,4,46212,35235,2,2026-04-03
1375,102,Bangalore Store,204,Keyboard,4,20878,16486,3,2026-02-02
1376,104,Mumbai Store,202,Mobile,4,15192,10657,3,2026-04-22
1377,103,Hyderabad Store,201,Laptop,5,34282,28193,2,2026-05-02
1378,103,Hyderabad Store,206,Monitor,5,49280,37404,0,2026-04-25
1379,103,Hyderabad Store,207,Tablet,7,56634,44658,2,2026-03-03
1380,105,Delhi Store,207,Tablet,5,3690,2839,1,2026-05-16
1381,101,Chennai Store,204,Keyboard,3,46868,37870,1,2026-04-22
1382,103,Hyderabad Store,208,Printer,7,2031,1740,0,2026-03-05
1383,103,Hyderabad Store,206,Monitor,5,39431,35017,3,2026-01-19
1384,105,Delhi Store,205,Mouse,1,56407,34652,3,2026-03-17
1385,101,Chennai Store,207,Tablet,1,10650,7747,3,2026-04-06
1386,101,Chennai Store,207,Tablet,2,17858,13420,1,2026-06-20
1387,104,Mumbai Store,203,Headphones,2,27353,21226,0,2026-03-03
1388,105,Delhi Store,202,Mobile,1,31315,23419,3,2026-03-27
1389,103,Hyderabad Store,202,Mobile,1,42303,26340,1,2026-05-28
1390,105,Delhi Store,207,Tablet,1,3885,2478,3,2026-02-15
1391,103,Hyderabad Store,204,Keyboard,3,42817,33336,1,2026-06-11
1392,103,Hyderabad Store,206,Monitor,1,12562,8623,3,2026-02-03
1393,102,Bangalore Store,207,Tablet,2,19945,13883,1,2026-02-25
1394,101,Chennai Store,205,Mouse,3,11758,7199,1,2026-04-23
1395,104,Mumbai Store,208,Printer,4,9518,6476,3,2026-05-26
1396,105,Delhi Store,204,Keyboard,3,37806,25648,0,2026-06-09
1397,102,Bangalore Store,203,Headphones,6,17721,15783,1,2026-06-24
1398,102,Bangalore Store,204,Keyboard,5,42331,32106,0,2026-02-09
1399,103,Hyderabad Store,203,Headphones,2,10920,8591,2,2026-02-16
1400,102,Bangalore Store,204,Keyboard,3,42778,27767,0,2026-05-20
1401,105,Delhi Store,202,Mobile,7,17761,11925,0,2026-06-13
1402,105,Delhi Store,205,Mouse,4,46091,33342,2,2026-05-07
1403,102,Bangalore Store,201,Laptop,5,14929,11679,2,2026-05-02
1404,103,Hyderabad Store,201,Laptop,4,57878,48749,3,2026-05-21
1405,103,Hyderabad Store,202,Mobile,5,45466,30098,0,2026-05-20
1406,102,Bangalore Store,207,Tablet,3,45202,38711,1,2026-05-21
1407,102,Bangalore Store,207,Tablet,7,20268,13107,2,2026-03-16
1408,105,Delhi Store,202,Mobile,5,10755,8634,0,2026-03-22
1409,105,Delhi Store,204,Keyboard,4,36870,23007,3,2026-03-18
1410,105,Delhi Store,202,Mobile,1,20465,12988,1,2026-03-02
1411,102,Bangalore Store,207,Tablet,1,33882,29151,2,2026-06-06
1412,103,Hyderabad Store,207,Tablet,2,39174,30830,1,2026-04-23
1413,101,Chennai Store,205,Mouse,5,59471,44942,0,2026-06-02
1414,101,Chennai Store,207,Tablet,1,27750,18653,1,2026-04-02
1415,103,Hyderabad Store,201,Laptop,1,46912,34954,0,2026-02-21
1416,103,Hyderabad Store,202,Mobile,1,7361,5046,0,2026-04-20
1417,105,Delhi Store,204,Keyboard,5,7565,5084,1,2026-06-02
1418,102,Bangalore Store,207,Tablet,6,45432,29847,1,2026-05-29
1419,105,Delhi Store,206,Monitor,5,37354,27121,2,2026-06-16
1420,104,Mumbai Store,201,Laptop,6,17963,15526,0,2026-02-15
1421,104,Mumbai Store,205,Mouse,4,1019,785,0,2026-01-19
1422,101,Chennai Store,202,Mobile,7,1097,686,1,2026-05-30
1423,101,Chennai Store,203,Headphones,5,29901,20182,0,2026-05-08
1424,103,Hyderabad Store,207,Tablet,3,26705,19150,2,2026-01-12
1425,104,Mumbai Store,204,Keyboard,5,36254,28077,0,2026-03-26
1426,101,Chennai Store,207,Tablet,4,54195,45639,0,2026-03-15
1427,103,Hyderabad Store,204,Keyboard,6,15191,13382,2,2026-04-29
1428,103,Hyderabad Store,202,Mobile,1,42208,26047,0,2026-05-14
1429,102,Bangalore Store,206,Monitor,1,36939,28703,2,2026-03-31
1430,103,Hyderabad Store,208,Printer,6,41712,33184,2,2026-04-16
1431,101,Chennai Store,204,Keyboard,6,7191,4931,1,2026-01-11
1432,104,Mumbai Store,202,Mobile,2,17434,12751,3,2026-02-21
1433,101,Chennai Store,205,Mouse,2,12188,9650,3,2026-05-08
1434,105,Delhi Store,201,Laptop,2,23727,19060,2,2026-01-03
1435,103,Hyderabad Store,207,Tablet,6,12086,7579,2,2026-01-15
1436,105,Delhi Store,204,Keyboard,4,5757,3781,0,2026-02-19
1437,102,Bangalore Store,207,Tablet,7,20869,15263,0,2026-03-29
1438,102,Bangalore Store,208,Printer,4,42526,28720,1,2026-04-04
1439,102,Bangalore Store,205,Mouse,3,42548,32833,0,2026-05-10
1440,105,Delhi Store,204,Keyboard,5,5066,3504,3,2026-05-07
1441,104,Mumbai Store,206,Monitor,4,11845,9923,1,2026-04-07
1442,104,Mumbai Store,205,Mouse,3,25099,21313,2,2026-01-24
1443,105,Delhi Store,208,Printer,6,57357,35161,1,2026-03-06
1444,101,Chennai Store,203,Headphones,3,26262,18194,0,2026-03-22
1445,102,Bangalore Store,206,Monitor,7,43407,34921,2,2026-05-18
1446,103,Hyderabad Store,202,Mobile,6,38079,30581,1,2026-06-09
1447,102,Bangalore Store,208,Printer,2,44902,31775,0,2026-05-02
1448,102,Bangalore Store,202,Mobile,1,1169,710,2,2026-02-21
1449,103,Hyderabad Store,201,Laptop,6,46357,39652,0,2026-03-14
1450,104,Mumbai Store,205,Mouse,3,56151,37519,0,2026-05-17
1451,101,Chennai Store,208,Printer,6,49797,42184,2,2026-06-16
1452,101,Chennai Store,206,Monitor,3,15907,11633,2,2026-01-16
1453,101,Chennai Store,203,Headphones,5,986,836,0,2026-05-05
1454,101,Chennai Store,208,Printer,2,35529,24913,0,2026-05-05
1455,101,Chennai Store,202,Mobile,6,49890,36813,1,2026-04-17
1456,101,Chennai Store,202,Mobile,4,29208,22459,0,2026-05-26
1457,105,Delhi Store,203,Headphones,2,36515,23783,2,2026-01-28
1458,103,Hyderabad Store,201,Laptop,7,57456,47183,1,2026-03-26
1459,101,Chennai Store,204,Keyboard,7,16642,14976,0,2026-04-15
1460,102,Bangalore Store,206,Monitor,1,28362,17752,2,2026-01-25
1461,103,Hyderabad Store,201,Laptop,6,16746,14645,0,2026-03-01
1462,105,Delhi Store,201,Laptop,1,22822,17813,0,2026-01-31
1463,102,Bangalore Store,201,Laptop,6,44880,34465,3,2026-06-13
1464,105,Delhi Store,207,Tablet,2,43031,27275,3,2026-02-20
1465,102,Bangalore Store,205,Mouse,5,30021,23309,2,2026-01-01
1466,105,Delhi Store,201,Laptop,7,11639,7941,3,2026-05-18
1467,101,Chennai Store,202,Mobile,4,12897,11029,1,2026-03-02
1468,102,Bangalore Store,206,Monitor,4,46644,29477,0,2026-03-21
1469,101,Chennai Store,204,Keyboard,7,47114,32690,2,2026-05-25
1470,101,Chennai Store,202,Mobile,5,8577,5430,1,2026-04-09
1471,105,Delhi Store,203,Headphones,7,18500,15204,1,2026-01-08
1472,105,Delhi Store,205,Mouse,3,36024,22692,2,2026-05-25
1473,103,Hyderabad Store,204,Keyboard,1,7797,4984,3,2026-04-10
1474,102,Bangalore Store,201,Laptop,3,31484,26535,3,2026-02-03
1475,103,Hyderabad Store,202,Mobile,6,20233,13446,1,2026-04-04
1476,102,Bangalore Store,208,Printer,2,28863,25649,3,2026-06-25
1477,102,Bangalore Store,205,Mouse,7,23080,16085,1,2026-02-15
1478,105,Delhi Store,202,Mobile,3,54937,43166,0,2026-02-12
1479,104,Mumbai Store,204,Keyboard,5,54597,35492,1,2026-04-08
1480,102,Bangalore Store,206,Monitor,1,58721,38643,1,2026-03-09
1481,105,Delhi Store,205,Mouse,6,16705,14308,2,2026-04-22
1482,101,Chennai Store,203,Headphones,5,38566,23364,2,2026-03-16
1483,101,Chennai Store,208,Printer,3,38515,27387,3,2026-01-22
1484,101,Chennai Store,203,Headphones,7,24477,18595,2,2026-02-16
1485,105,Delhi Store,201,Laptop,2,10421,8059,3,2026-03-18
1486,103,Hyderabad Store,201,Laptop,5,19730,15507,1,2026-02-28
1487,101,Chennai Store,208,Printer,2,14041,9229,3,2026-05-02
1488,104,Mumbai Store,205,Mouse,1,59572,39422,2,2026-05-12
1489,103,Hyderabad Store,206,Monitor,2,7586,6672,1,2026-05-20
1490,105,Delhi Store,201,Laptop,3,25525,20364,0,2026-01-29
1491,102,Bangalore Store,204,Keyboard,7,50945,38082,1,2026-01-31
1492,102,Bangalore Store,208,Printer,2,45741,31836,1,2026-01-25
1493,105,Delhi Store,203,Headphones,4,54907,43541,2,2026-03-27
1494,101,Chennai Store,204,Keyboard,1,6273,5366,1,2026-04-04
1495,105,Delhi Store,204,Keyboard,5,22995,15180,2,2026-02-22
1496,103,Hyderabad Store,204,Keyboard,4,28814,21880,1,2026-02-16
1497,104,Mumbai Store,208,Printer,3,43720,37387,3,2026-03-09
1498,103,Hyderabad Store,205,Mouse,5,36412,26022,0,2026-03-18
1499,102,Bangalore Store,206,Monitor,2,39962,29097,2,2026-03-29
1500,103,Hyderabad Store,201,Laptop,5,11840,8230,0,2026-03-07
1501,102,Bangalore Store,206,Monitor,6,8237,6407,1,2026-05-05
1502,104,Mumbai Store,207,Tablet,1,19844,17158,1,2026-05-21
1503,103,Hyderabad Store,207,Tablet,2,44228,32823,3,2026-01-03
1504,105,Delhi Store,204,Keyboard,4,32259,25561,2,2026-06-26
1505,103,Hyderabad Store,201,Laptop,3,57065,41081,2,2026-03-17
1506,102,Bangalore Store,207,Tablet,4,10506,8959,0,2026-02-14
1507,104,Mumbai Store,202,Mobile,6,31283,19339,3,2026-06-21
1508,103,Hyderabad Store,205,Mouse,7,34993,29687,1,2026-03-29
1509,101,Chennai Store,203,Headphones,2,42121,32053,3,2026-01-25
1510,101,Chennai Store,202,Mobile,1,3914,3378,0,2026-03-30
1511,105,Delhi Store,204,Keyboard,5,22786,16055,2,2026-04-12
1512,104,Mumbai Store,202,Mobile,7,58181,50819,0,2026-04-21
1513,101,Chennai Store,203,Headphones,1,21774,15625,0,2026-03-12
1514,103,Hyderabad Store,201,Laptop,5,37634,28604,0,2026-04-29
1515,104,Mumbai Store,206,Monitor,4,31128,21015,1,2026-02-10
1516,102,Bangalore Store,202,Mobile,7,27402,16614,3,2026-01-09
1517,105,Delhi Store,204,Keyboard,3,22822,19815,0,2026-02-07
1518,104,Mumbai Store,201,Laptop,2,54962,47136,0,2026-06-17
1519,105,Delhi Store,207,Tablet,3,16159,14467,0,2026-06-01
1520,104,Mumbai Store,203,Headphones,1,8189,5550,1,2026-04-19
1521,104,Mumbai Store,203,Headphones,4,58245,52364,3,2026-03-04
1522,104,Mumbai Store,201,Laptop,4,46984,33755,3,2026-05-06
1523,102,Bangalore Store,206,Monitor,7,9804,7906,3,2026-06-26
1524,101,Chennai Store,201,Laptop,1,10555,8959,0,2026-05-27
1525,101,Chennai Store,206,Monitor,6,48037,41616,1,2026-01-14
1526,101,Chennai Store,202,Mobile,2,16204,14308,1,2026-06-24
1527,104,Mumbai Store,208,Printer,6,34512,22063,2,2026-05-23
1528,103,Hyderabad Store,208,Printer,2,50958,44707,2,2026-03-13
1529,104,Mumbai Store,207,Tablet,4,1409,876,1,2026-04-03
1530,101,Chennai Store,204,Keyboard,7,52436,40219,0,2026-04-13
1531,104,Mumbai Store,207,Tablet,5,34287,23634,2,2026-06-01
1532,105,Delhi Store,208,Printer,3,39598,27120,1,2026-02-10
1533,103,Hyderabad Store,204,Keyboard,1,26151,21621,0,2026-01-17
1534,104,Mumbai Store,202,Mobile,7,48856,41560,1,2026-06-24
1535,101,Chennai Store,206,Monitor,4,58920,52996,2,2026-03-15
1536,104,Mumbai Store,207,Tablet,7,26234,15962,1,2026-01-10
1537,105,Delhi Store,207,Tablet,4,50833,33733,2,2026-02-12
1538,105,Delhi Store,204,Keyboard,5,11819,8194,2,2026-05-17
1539,102,Bangalore Store,205,Mouse,4,16650,14522,0,2026-06-17
1540,104,Mumbai Store,206,Monitor,3,21421,13382,0,2026-01-16
1541,101,Chennai Store,201,Laptop,6,5605,4952,2,2026-03-31
1542,102,Bangalore Store,203,Headphones,1,864,680,2,2026-05-17
1543,105,Delhi Store,202,Mobile,3,25044,18570,2,2026-06-29
1544,102,Bangalore Store,208,Printer,1,18070,14236,3,2026-01-06
1545,105,Delhi Store,205,Mouse,1,56595,47029,0,2026-06-05
1546,105,Delhi Store,206,Monitor,2,37555,29116,2,2026-04-17
1547,104,Mumbai Store,201,Laptop,5,13255,10855,1,2026-04-02
1548,105,Delhi Store,207,Tablet,3,5692,4458,0,2026-03-19
1549,104,Mumbai Store,202,Mobile,5,53760,45446,2,2026-01-19
1550,105,Delhi Store,203,Headphones,2,7878,4965,0,2026-06-05
1551,102,Bangalore Store,204,Keyboard,4,31197,21757,3,2026-02-13
1552,105,Delhi Store,205,Mouse,3,38071,25447,2,2026-03-08
1553,102,Bangalore Store,201,Laptop,1,56228,38034,3,2026-04-09
1554,103,Hyderabad Store,201,Laptop,2,18601,15387,3,2026-04-13
1555,103,Hyderabad Store,207,Tablet,4,29980,20007,2,2026-01-08
1556,102,Bangalore Store,203,Headphones,7,15821,13645,1,2026-03-19
1557,101,Chennai Store,201,Laptop,3,5393,4029,2,2026-01-31
1558,104,Mumbai Store,202,Mobile,7,12235,10653,2,2026-02-17
1559,105,Delhi Store,208,Printer,6,35865,29929,2,2026-03-10
1560,101,Chennai Store,201,Laptop,4,45882,40086,0,2026-03-20
1561,105,Delhi Store,203,Headphones,4,864,769,3,2026-01-24
1562,105,Delhi Store,201,Laptop,2,8439,6505,3,2026-01-18
1563,103,Hyderabad Store,208,Printer,1,47440,39346,1,2026-03-14
1564,103,Hyderabad Store,207,Tablet,4,2607,1675,1,2026-01-14
1565,102,Bangalore Store,201,Laptop,7,13813,11683,3,2026-04-10
1566,102,Bangalore Store,208,Printer,3,16024,9840,2,2026-06-16
1567,102,Bangalore Store,201,Laptop,4,9872,7226,2,2026-02-19
1568,103,Hyderabad Store,202,Mobile,3,2097,1418,3,2026-04-21
1569,102,Bangalore Store,208,Printer,5,29312,24496,2,2026-03-11
1570,101,Chennai Store,206,Monitor,6,21184,14787,2,2026-02-06
1571,103,Hyderabad Store,202,Mobile,4,46529,34137,1,2026-03-10
1572,102,Bangalore Store,204,Keyboard,2,30259,18368,3,2026-03-22
1573,105,Delhi Store,204,Keyboard,5,33524,30097,0,2026-02-07
1574,101,Chennai Store,202,Mobile,5,49198,42521,0,2026-05-07
1575,101,Chennai Store,206,Monitor,1,24484,21504,0,2026-06-24
1576,101,Chennai Store,204,Keyboard,5,51403,32044,0,2026-01-25
1577,101,Chennai Store,208,Printer,2,40157,34885,2,2026-03-01
1578,103,Hyderabad Store,205,Mouse,2,54773,46035,0,2026-04-20
1579,104,Mumbai Store,205,Mouse,1,10276,6290,3,2026-06-27
1580,103,Hyderabad Store,203,Headphones,1,32805,27450,1,2026-02-06
1581,102,Bangalore Store,207,Tablet,1,54595,37081,3,2026-01-24
1582,105,Delhi Store,208,Printer,6,13525,9911,3,2026-05-25
1583,101,Chennai Store,204,Keyboard,5,16642,10324,2,2026-03-15
1584,105,Delhi Store,202,Mobile,7,26318,16563,2,2026-02-01
1585,101,Chennai Store,203,Headphones,5,12502,9445,1,2026-03-26
1586,102,Bangalore Store,208,Printer,7,24823,16893,2,2026-06-08
1587,103,Hyderabad Store,208,Printer,4,28439,24142,2,2026-05-07
1588,101,Chennai Store,205,Mouse,3,56721,36124,1,2026-05-30
1589,105,Delhi Store,203,Headphones,3,47374,33104,0,2026-02-04
1590,104,Mumbai Store,208,Printer,5,20844,17261,1,2026-03-22
1591,105,Delhi Store,202,Mobile,6,52074,44919,3,2026-06-05
1592,101,Chennai Store,204,Keyboard,4,44958,38433,0,2026-06-17
1593,105,Delhi Store,205,Mouse,1,56256,42439,3,2026-05-24
1594,103,Hyderabad Store,202,Mobile,2,33339,20998,1,2026-02-26
1595,101,Chennai Store,207,Tablet,3,20625,14867,2,2026-01-07
1596,101,Chennai Store,203,Headphones,5,39977,26082,1,2026-03-02
1597,102,Bangalore Store,202,Mobile,2,40638,27831,1,2026-03-21
1598,103,Hyderabad Store,201,Laptop,6,45939,37511,2,2026-06-25
1599,104,Mumbai Store,205,Mouse,3,25539,16568,2,2026-05-14
1600,103,Hyderabad Store,201,Laptop,1,14373,11322,3,2026-01-23
1601,105,Delhi Store,203,Headphones,4,7726,6187,1,2026-02-26
1602,101,Chennai Store,207,Tablet,2,6583,4831,3,2026-01-01
1603,105,Delhi Store,203,Headphones,5,57895,44175,3,2026-03-08
1604,105,Delhi Store,201,Laptop,4,1171,953,3,2026-03-10
1605,104,Mumbai Store,202,Mobile,4,14760,9513,0,2026-01-04
1606,101,Chennai Store,204,Keyboard,3,44093,35235,3,2026-01-23
1607,102,Bangalore Store,201,Laptop,3,43315,28502,2,2026-02-28
1608,104,Mumbai Store,201,Laptop,3,40502,26861,0,2026-03-30
1609,101,Chennai Store,204,Keyboard,5,9680,7664,3,2026-01-14
1610,102,Bangalore Store,203,Headphones,1,43683,35487,0,2026-05-31
1611,104,Mumbai Store,205,Mouse,5,7838,5161,1,2026-02-10
1612,102,Bangalore Store,203,Headphones,6,5195,3891,0,2026-03-01
1613,103,Hyderabad Store,201,Laptop,4,11824,8231,1,2026-06-26
1614,101,Chennai Store,201,Laptop,3,40577,35319,0,2026-03-18
1615,101,Chennai Store,204,Keyboard,7,59174,46407,0,2026-06-10
1616,105,Delhi Store,205,Mouse,6,55442,47748,0,2026-04-22
1617,101,Chennai Store,205,Mouse,4,49277,31638,0,2026-03-18
1618,103,Hyderabad Store,203,Headphones,2,54311,34839,3,2026-03-28
1619,105,Delhi Store,208,Printer,5,44244,38196,3,2026-03-10
1620,103,Hyderabad Store,205,Mouse,4,44858,28386,1,2026-05-31
1621,104,Mumbai Store,202,Mobile,5,17658,13262,0,2026-05-05
1622,104,Mumbai Store,204,Keyboard,2,19896,12684,0,2026-02-07
1623,102,Bangalore Store,202,Mobile,2,11636,8430,1,2026-06-10
1624,101,Chennai Store,208,Printer,4,17411,15646,2,2026-05-07
1625,102,Bangalore Store,207,Tablet,2,20017,14038,1,2026-01-12
1626,101,Chennai Store,202,Mobile,1,3190,2224,1,2026-05-17
1627,102,Bangalore Store,203,Headphones,2,11585,9694,1,2026-06-01
1628,101,Chennai Store,205,Mouse,2,17594,11993,0,2026-05-27
1629,101,Chennai Store,207,Tablet,6,54164,46154,3,2026-03-26
1630,104,Mumbai Store,208,Printer,2,11736,8427,0,2026-01-02
1631,103,Hyderabad Store,206,Monitor,4,20445,16857,0,2026-03-11
1632,101,Chennai Store,204,Keyboard,1,31705,27981,3,2026-05-11
1633,103,Hyderabad Store,202,Mobile,2,5035,4020,3,2026-06-14
1634,105,Delhi Store,201,Laptop,1,15246,11470,1,2026-05-08
1635,102,Bangalore Store,208,Printer,6,16726,13201,2,2026-02-02
1636,105,Delhi Store,204,Keyboard,3,43851,37258,0,2026-06-15
1637,104,Mumbai Store,206,Monitor,2,54790,48512,3,2026-01-14
1638,101,Chennai Store,202,Mobile,6,35895,27791,0,2026-06-20
1639,103,Hyderabad Store,204,Keyboard,1,48099,34214,1,2026-01-09
1640,101,Chennai Store,201,Laptop,3,37636,28105,0,2026-01-08
1641,102,Bangalore Store,205,Mouse,3,54804,34101,1,2026-02-10
1642,105,Delhi Store,203,Headphones,2,38052,24173,2,2026-05-16
1643,103,Hyderabad Store,202,Mobile,1,11245,7695,3,2026-03-23
1644,102,Bangalore Store,205,Mouse,7,55316,48364,0,2026-01-16
1645,101,Chennai Store,207,Tablet,6,46302,31890,3,2026-03-30
1646,103,Hyderabad Store,208,Printer,4,39952,27813,0,2026-03-05
1647,103,Hyderabad Store,201,Laptop,5,45371,36429,3,2026-06-18
1648,103,Hyderabad Store,203,Headphones,1,29548,23765,3,2026-05-17
1649,101,Chennai Store,202,Mobile,2,11792,9730,3,2026-06-22
1650,101,Chennai Store,208,Printer,2,4129,3695,1,2026-03-08
1651,102,Bangalore Store,205,Mouse,5,56714,43505,1,2026-03-18
1652,101,Chennai Store,202,Mobile,7,57459,38145,1,2026-04-28
1653,104,Mumbai Store,201,Laptop,1,2471,1921,3,2026-06-27
1654,105,Delhi Store,203,Headphones,6,28318,23891,2,2026-01-12
