employee_id,department,clock_in,clock_out,tasks_completed
417,HR,2026-06-15 08:33:00,2026-06-15 15:33:00,1
418,Finance,2026-06-15 09:35:00,2026-06-15 18:35:00,6
419,HR,2026-06-15 10:50:00,2026-06-15 15:50:00,11
420,Finance,2026-06-15 08:17:00,2026-06-15 16:17:00,14
421,IT,2026-06-15 10:25:00,2026-06-15 17:25:00,15
422,HR,2026-06-15 10:41:00,2026-06-15 17:41:00,13
423,HR,2026-06-15 09:54:00,2026-06-15 17:54:00,4
424,HR,2026-06-15 08:40:00,2026-06-15 17:40:00,14
425,HR,2026-06-15 10:24:00,2026-06-15 17:24:00,1
426,Finance,2026-06-15 09:16:00,2026-06-15 15:16:00,1
427,Finance,2026-06-15 08:04:00,2026-06-15 12:04:00,7
428,Sales,2026-06-15 08:22:00,2026-06-15 14:22:00,9
429,Finance,2026-06-15 09:13:00,2026-06-15 14:13:00,9
430,Sales,2026-06-15 09:40:00,2026-06-15 13:40:00,4
431,Sales,2026-06-15 10:11:00,2026-06-15 14:11:00,19
432,Sales,2026-06-15 08:42:00,2026-06-15 16:42:00,14
433,IT,2026-06-15 08:48:00,2026-06-15 12:48:00,11
434,Sales,2026-06-15 10:14:00,2026-06-15 19:14:00,11
435,Finance,2026-06-15 08:19:00,2026-06-15 13:19:00,13
436,HR,2026-06-15 08:36:00,2026-06-15 15:36:00,0
437,Finance,2026-06-15 10:05:00,2026-06-15 18:05:00,4
438,IT,2026-06-15 08:50:00,2026-06-15 17:50:00,11
439,HR,2026-06-15 08:49:00,2026-06-15 14:49:00,10
440,HR,2026-06-15 09:24:00,2026-06-15 14:24:00,6
441,Finance,2026-06-15 10:42:00,2026-06-15 15:42:00,11
442,HR,2026-06-15 10:44:00,2026-06-15 17:44:00,15
443,HR,2026-06-15 09:59:00,2026-06-15 14:59:00,0
444,Finance,2026-06-15 08:31:00,2026-06-15 17:31:00,4
445,Finance,2026-06-15 09:46:00,2026-06-15 14:46:00,0
446,Finance,2026-06-15 10:25:00,2026-06-15 16:25:00,9
447,HR,2026-06-15 09:17:00,2026-06-15 13:17:00,7
448,Finance,2026-06-15 08:11:00,2026-06-15 14:11:00,7
449,IT,2026-06-15 09:03:00,2026-06-15 13:03:00,0
450,Finance,2026-06-15 10:15:00,2026-06-15 19:15:00,15
451,IT,2026-06-15 08:25:00,2026-06-15 17:25:00,1
452,HR,2026-06-15 09:08:00,2026-06-15 13:08:00,8
453,IT,2026-06-15 08:08:00,2026-06-15 16:08:00,12
454,Finance,2026-06-15 08:10:00,2026-06-15 15:10:00,1
455,IT,2026-06-15 09:45:00,2026-06-15 16:45:00,5
456,Finance,2026-06-15 09:33:00,2026-06-15 14:33:00,12
457,IT,2026-06-15 10:18:00,2026-06-15 18:18:00,10
458,IT,2026-06-15 09:53:00,2026-06-15 13:53:00,14
459,IT,2026-06-15 09:06:00,2026-06-15 17:06:00,18
460,Sales,2026-06-15 08:24:00,2026-06-15 12:24:00,16
461,Sales,2026-06-15 08:34:00,2026-06-15 15:34:00,5
462,HR,2026-06-15 10:34:00,2026-06-15 19:34:00,13
463,HR,2026-06-15 09:45:00,2026-06-15 13:45:00,2
464,IT,2026-06-15 09:07:00,2026-06-15 14:07:00,5
465,Sales,2026-06-15 08:28:00,2026-06-15 13:28:00,11
466,IT,2026-06-15 09:47:00,2026-06-15 17:47:00,14
467,Sales,2026-06-15 10:42:00,2026-06-15 19:42:00,13
468,HR,2026-06-15 10:42:00,2026-06-15 18:42:00,10
469,Finance,2026-06-15 10:52:00,2026-06-15 17:52:00,14
470,IT,2026-06-15 10:50:00,2026-06-15 17:50:00,12
471,HR,2026-06-15 10:33:00,2026-06-15 19:33:00,3
472,Sales,2026-06-15 08:51:00,2026-06-15 17:51:00,14
473,Sales,2026-06-15 10:07:00,2026-06-15 15:07:00,3
474,HR,2026-06-15 09:01:00,2026-06-15 13:01:00,12
475,Sales,2026-06-15 09:24:00,2026-06-15 18:24:00,10
476,Finance,2026-06-15 10:43:00,2026-06-15 15:43:00,6
477,IT,2026-06-15 10:06:00,2026-06-15 14:06:00,9
478,IT,2026-06-15 09:55:00,2026-06-15 16:55:00,19
479,Sales,2026-06-15 09:06:00,2026-06-15 18:06:00,0
480,Sales,2026-06-15 08:41:00,2026-06-15 14:41:00,12
481,Finance,2026-06-15 09:53:00,2026-06-15 17:53:00,8
482,HR,2026-06-15 08:14:00,2026-06-15 13:14:00,9
483,Sales,2026-06-15 08:25:00,2026-06-15 14:25:00,4
484,Sales,2026-06-15 09:23:00,2026-06-15 15:23:00,3
485,Sales,2026-06-15 10:09:00,2026-06-15 14:09:00,17
486,Finance,2026-06-15 09:32:00,2026-06-15 14:32:00,4
487,Finance,2026-06-15 08:34:00,2026-06-15 15:34:00,1
488,IT,2026-06-15 10:20:00,2026-06-15 14:20:00,15
489,IT,2026-06-15 10:34:00,2026-06-15 17:34:00,6
490,Sales,2026-06-15 10:09:00,2026-06-15 14:09:00,13
491,IT,2026-06-15 08:56:00,2026-06-15 17:56:00,1
492,Sales,2026-06-15 10:06:00,2026-06-15 18:06:00,17
493,Finance,2026-06-15 09:53:00,2026-06-15 17:53:00,6
494,IT,2026-06-15 08:10:00,2026-06-15 15:10:00,13
495,Finance,2026-06-15 09:37:00,2026-06-15 14:37:00,6
496,IT,2026-06-15 09:35:00,2026-06-15 17:35:00,0
497,Sales,2026-06-15 10:08:00,2026-06-15 14:08:00,5
498,IT,2026-06-15 10:03:00,2026-06-15 18:03:00,16
499,Sales,2026-06-15 09:59:00,2026-06-15 17:59:00,11
500,Finance,2026-06-15 08:07:00,2026-06-15 17:07:00,7
501,HR,2026-06-15 10:53:00,2026-06-15 17:53:00,2
502,HR,2026-06-15 09:01:00,2026-06-15 16:01:00,1
503,HR,2026-06-15 08:34:00,2026-06-15 13:34:00,19
504,Sales,2026-06-15 09:43:00,2026-06-15 14:43:00,3
505,IT,2026-06-15 08:28:00,2026-06-15 12:28:00,15
506,HR,2026-06-15 09:29:00,2026-06-15 13:29:00,15
507,Sales,2026-06-15 08:15:00,2026-06-15 15:15:00,7
508,Sales,2026-06-15 10:15:00,2026-06-15 19:15:00,12
509,Finance,2026-06-15 10:39:00,2026-06-15 19:39:00,4
510,Sales,2026-06-15 08:56:00,2026-06-15 17:56:00,19
511,HR,2026-06-15 09:17:00,2026-06-15 13:17:00,15
512,Sales,2026-06-15 09:51:00,2026-06-15 14:51:00,13
513,Sales,2026-06-15 08:22:00,2026-06-15 13:22:00,12
514,HR,2026-06-15 08:20:00,2026-06-15 13:20:00,8
515,IT,2026-06-15 10:02:00,2026-06-15 17:02:00,3
516,HR,2026-06-15 10:05:00,2026-06-15 16:05:00,10
517,Finance,2026-06-15 09:59:00,2026-06-15 17:59:00,19
518,HR,2026-06-15 10:48:00,2026-06-15 15:48:00,5
519,HR,2026-06-15 08:34:00,2026-06-15 17:34:00,9
520,HR,2026-06-15 09:05:00,2026-06-15 15:05:00,15
521,Finance,2026-06-15 09:08:00,2026-06-15 17:08:00,2
522,HR,2026-06-15 10:01:00,2026-06-15 16:01:00,17
523,HR,2026-06-15 09:09:00,2026-06-15 13:09:00,1
524,IT,2026-06-15 08:53:00,2026-06-15 12:53:00,3
525,Finance,2026-06-15 09:00:00,2026-06-15 18:00:00,15
526,HR,2026-06-15 09:51:00,2026-06-15 15:51:00,2
527,IT,2026-06-15 09:24:00,2026-06-15 17:24:00,1
528,Sales,2026-06-15 08:33:00,2026-06-15 15:33:00,14
529,Sales,2026-06-15 08:59:00,2026-06-15 15:59:00,12
530,Finance,2026-06-15 09:19:00,2026-06-15 14:19:00,5
531,Sales,2026-06-15 08:42:00,2026-06-15 17:42:00,1
532,Sales,2026-06-15 10:18:00,2026-06-15 16:18:00,4
533,Finance,2026-06-15 09:09:00,2026-06-15 13:09:00,1
534,HR,2026-06-15 10:49:00,2026-06-15 18:49:00,14
535,IT,2026-06-15 10:18:00,2026-06-15 14:18:00,2
536,IT,2026-06-15 08:27:00,2026-06-15 17:27:00,13
537,Finance,2026-06-15 10:15:00,2026-06-15 17:15:00,0
538,Sales,2026-06-15 10:39:00,2026-06-15 14:39:00,4
539,Finance,2026-06-15 08:51:00,2026-06-15 15:51:00,5
540,Finance,2026-06-15 09:36:00,2026-06-15 16:36:00,2
541,Finance,2026-06-15 10:27:00,2026-06-15 19:27:00,13
542,Finance,2026-06-15 08:21:00,2026-06-15 16:21:00,1
543,HR,2026-06-15 10:20:00,2026-06-15 19:20:00,5
544,Finance,2026-06-15 08:09:00,2026-06-15 13:09:00,6
545,IT,2026-06-15 08:12:00,2026-06-15 16:12:00,17
546,IT,2026-06-15 08:52:00,2026-06-15 13:52:00,4
547,IT,2026-06-15 08:34:00,2026-06-15 12:34:00,10
548,Finance,2026-06-15 08:51:00,2026-06-15 16:51:00,3
549,HR,2026-06-15 09:39:00,2026-06-15 15:39:00,8
550,IT,2026-06-15 08:37:00,2026-06-15 13:37:00,9
551,IT,2026-06-15 08:40:00,2026-06-15 12:40:00,8
552,IT,2026-06-15 08:01:00,2026-06-15 15:01:00,15
553,IT,2026-06-15 08:09:00,2026-06-15 13:09:00,7
554,IT,2026-06-15 10:54:00,2026-06-15 15:54:00,7
555,Finance,2026-06-15 09:07:00,2026-06-15 13:07:00,14
556,IT,2026-06-15 10:23:00,2026-06-15 18:23:00,18
557,IT,2026-06-15 08:22:00,2026-06-15 16:22:00,7
558,IT,2026-06-15 08:22:00,2026-06-15 14:22:00,0
559,IT,2026-06-15 10:23:00,2026-06-15 16:23:00,16
560,IT,2026-06-15 08:39:00,2026-06-15 13:39:00,13
561,Sales,2026-06-15 10:51:00,2026-06-15 16:51:00,6
562,Finance,2026-06-15 10:42:00,2026-06-15 15:42:00,4
563,IT,2026-06-15 09:53:00,2026-06-15 14:53:00,5
564,Finance,2026-06-15 08:30:00,2026-06-15 12:30:00,8
565,HR,2026-06-15 10:49:00,2026-06-15 16:49:00,16
566,Sales,2026-06-15 09:03:00,2026-06-15 18:03:00,8
567,IT,2026-06-15 08:57:00,2026-06-15 17:57:00,17
568,HR,2026-06-15 08:35:00,2026-06-15 15:35:00,7
569,HR,2026-06-15 09:12:00,2026-06-15 17:12:00,15
570,Sales,2026-06-15 09:10:00,2026-06-15 14:10:00,14
571,IT,2026-06-15 09:54:00,2026-06-15 13:54:00,7
572,Finance,2026-06-15 09:59:00,2026-06-15 14:59:00,17
573,HR,2026-06-15 09:19:00,2026-06-15 17:19:00,11
574,Sales,2026-06-15 10:45:00,2026-06-15 14:45:00,2
575,HR,2026-06-15 09:54:00,2026-06-15 13:54:00,11
576,IT,2026-06-15 10:17:00,2026-06-15 18:17:00,12
577,HR,2026-06-15 08:07:00,2026-06-15 17:07:00,7
578,HR,2026-06-15 10:22:00,2026-06-15 17:22:00,10
579,Sales,2026-06-15 09:21:00,2026-06-15 15:21:00,12
580,HR,2026-06-15 09:28:00,2026-06-15 17:28:00,14
581,Sales,2026-06-15 10:49:00,2026-06-15 16:49:00,11
582,IT,2026-06-15 09:42:00,2026-06-15 17:42:00,0
583,Sales,2026-06-15 10:53:00,2026-06-15 16:53:00,6
584,Sales,2026-06-15 10:24:00,2026-06-15 18:24:00,14
585,Sales,2026-06-15 09:57:00,2026-06-15 13:57:00,11
586,IT,2026-06-15 10:00:00,2026-06-15 17:00:00,7
587,Finance,2026-06-15 09:33:00,2026-06-15 15:33:00,9
588,IT,2026-06-15 09:38:00,2026-06-15 15:38:00,1
589,IT,2026-06-15 08:08:00,2026-06-15 15:08:00,3
590,HR,2026-06-15 09:25:00,2026-06-15 14:25:00,11
591,IT,2026-06-15 09:13:00,2026-06-15 13:13:00,1
592,IT,2026-06-15 08:19:00,2026-06-15 14:19:00,15
593,Finance,2026-06-15 10:54:00,2026-06-15 19:54:00,18
594,IT,2026-06-15 09:03:00,2026-06-15 17:03:00,3
595,Sales,2026-06-15 09:23:00,2026-06-15 18:23:00,2
596,HR,2026-06-15 08:37:00,2026-06-15 16:37:00,7
597,Finance,2026-06-15 08:09:00,2026-06-15 17:09:00,13
598,Sales,2026-06-15 08:44:00,2026-06-15 15:44:00,16
599,Finance,2026-06-15 10:03:00,2026-06-15 18:03:00,13
600,Finance,2026-06-15 08:15:00,2026-06-15 13:15:00,19
601,Sales,2026-06-15 09:23:00,2026-06-15 14:23:00,17
602,Finance,2026-06-15 10:59:00,2026-06-15 17:59:00,18
603,IT,2026-06-15 10:45:00,2026-06-15 16:45:00,12
604,Sales,2026-06-15 09:57:00,2026-06-15 18:57:00,3
605,Sales,2026-06-15 10:47:00,2026-06-15 18:47:00,3
606,HR,2026-06-15 10:48:00,2026-06-15 14:48:00,17
607,Finance,2026-06-15 08:58:00,2026-06-15 15:58:00,14
608,Finance,2026-06-15 08:59:00,2026-06-15 17:59:00,12
609,IT,2026-06-15 08:05:00,2026-06-15 15:05:00,19
610,Sales,2026-06-15 10:26:00,2026-06-15 19:26:00,14
611,HR,2026-06-15 10:38:00,2026-06-15 14:38:00,15
612,IT,2026-06-15 08:51:00,2026-06-15 16:51:00,9
613,HR,2026-06-15 10:12:00,2026-06-15 16:12:00,16
614,HR,2026-06-15 09:53:00,2026-06-15 17:53:00,5
615,IT,2026-06-15 10:44:00,2026-06-15 16:44:00,18
616,HR,2026-06-15 10:45:00,2026-06-15 15:45:00,18
617,IT,2026-06-15 08:36:00,2026-06-15 15:36:00,16
618,IT,2026-06-15 09:04:00,2026-06-15 16:04:00,5
619,HR,2026-06-15 09:38:00,2026-06-15 14:38:00,2
620,IT,2026-06-15 08:35:00,2026-06-15 17:35:00,8
621,HR,2026-06-15 09:59:00,2026-06-15 16:59:00,19
622,Sales,2026-06-15 08:35:00,2026-06-15 16:35:00,11
623,HR,2026-06-15 09:21:00,2026-06-15 16:21:00,6
624,Finance,2026-06-15 10:27:00,2026-06-15 19:27:00,9
625,Sales,2026-06-15 09:30:00,2026-06-15 14:30:00,12
626,HR,2026-06-15 08:44:00,2026-06-15 15:44:00,10
627,Sales,2026-06-15 09:57:00,2026-06-15 15:57:00,3
628,HR,2026-06-15 08:26:00,2026-06-15 17:26:00,14
629,HR,2026-06-15 10:19:00,2026-06-15 18:19:00,9
630,HR,2026-06-15 09:56:00,2026-06-15 17:56:00,17
631,IT,2026-06-15 10:22:00,2026-06-15 15:22:00,4
632,Sales,2026-06-15 08:18:00,2026-06-15 14:18:00,11
633,IT,2026-06-15 08:40:00,2026-06-15 12:40:00,17
634,IT,2026-06-15 10:41:00,2026-06-15 14:41:00,6
635,HR,2026-06-15 10:32:00,2026-06-15 14:32:00,1
636,Sales,2026-06-15 09:42:00,2026-06-15 13:42:00,6
637,HR,2026-06-15 08:16:00,2026-06-15 13:16:00,5
638,HR,2026-06-15 09:33:00,2026-06-15 13:33:00,9
639,IT,2026-06-15 08:01:00,2026-06-15 17:01:00,15
640,IT,2026-06-15 09:09:00,2026-06-15 14:09:00,15
641,Sales,2026-06-15 10:38:00,2026-06-15 19:38:00,11
642,Sales,2026-06-15 10:39:00,2026-06-15 19:39:00,9
643,Finance,2026-06-15 10:48:00,2026-06-15 18:48:00,19
644,HR,2026-06-15 10:03:00,2026-06-15 19:03:00,19
645,HR,2026-06-15 10:55:00,2026-06-15 18:55:00,14
646,HR,2026-06-15 09:26:00,2026-06-15 17:26:00,8
647,Sales,2026-06-15 09:27:00,2026-06-15 14:27:00,16
648,Finance,2026-06-15 09:24:00,2026-06-15 18:24:00,2
649,Sales,2026-06-15 08:41:00,2026-06-15 15:41:00,2
650,HR,2026-06-15 10:51:00,2026-06-15 14:51:00,17
651,Finance,2026-06-15 10:04:00,2026-06-15 16:04:00,10
652,Sales,2026-06-15 09:07:00,2026-06-15 16:07:00,8
653,Sales,2026-06-15 08:20:00,2026-06-15 12:20:00,14
654,Finance,2026-06-15 09:39:00,2026-06-15 14:39:00,9
655,Sales,2026-06-15 09:11:00,2026-06-15 14:11:00,6
656,Sales,2026-06-15 10:44:00,2026-06-15 16:44:00,17
657,Finance,2026-06-15 09:32:00,2026-06-15 16:32:00,0
658,Finance,2026-06-15 08:31:00,2026-06-15 15:31:00,15
659,Finance,2026-06-15 08:03:00,2026-06-15 17:03:00,5
660,HR,2026-06-15 09:18:00,2026-06-15 13:18:00,11
661,Finance,2026-06-15 09:54:00,2026-06-15 13:54:00,12
662,Finance,2026-06-15 08:20:00,2026-06-15 17:20:00,12
663,HR,2026-06-15 09:57:00,2026-06-15 15:57:00,4
664,IT,2026-06-15 10:32:00,2026-06-15 17:32:00,19
665,HR,2026-06-15 09:04:00,2026-06-15 15:04:00,8
666,Sales,2026-06-15 09:49:00,2026-06-15 18:49:00,18
667,Sales,2026-06-15 08:10:00,2026-06-15 13:10:00,14
668,Sales,2026-06-15 08:20:00,2026-06-15 13:20:00,2
669,Sales,2026-06-15 09:25:00,2026-06-15 17:25:00,0
670,IT,2026-06-15 10:51:00,2026-06-15 15:51:00,8
671,Finance,2026-06-15 10:17:00,2026-06-15 15:17:00,10
672,IT,2026-06-15 10:47:00,2026-06-15 19:47:00,16
673,IT,2026-06-15 10:29:00,2026-06-15 16:29:00,2
674,IT,2026-06-15 08:15:00,2026-06-15 13:15:00,1
675,Finance,2026-06-15 10:38:00,2026-06-15 19:38:00,8
676,Sales,2026-06-15 08:07:00,2026-06-15 14:07:00,3
677,HR,2026-06-15 08:46:00,2026-06-15 17:46:00,14
678,Finance,2026-06-15 08:34:00,2026-06-15 12:34:00,13
679,Sales,2026-06-15 09:35:00,2026-06-15 16:35:00,16
680,Finance,2026-06-15 08:34:00,2026-06-15 15:34:00,12
681,Finance,2026-06-15 09:50:00,2026-06-15 13:50:00,5
682,Finance,2026-06-15 10:22:00,2026-06-15 16:22:00,1
683,Sales,2026-06-15 09:37:00,2026-06-15 18:37:00,3
684,IT,2026-06-15 09:34:00,2026-06-15 15:34:00,13
685,Finance,2026-06-15 08:24:00,2026-06-15 17:24:00,5
686,Finance,2026-06-15 09:47:00,2026-06-15 13:47:00,18
687,HR,2026-06-15 10:02:00,2026-06-15 15:02:00,18
688,IT,2026-06-15 08:06:00,2026-06-15 17:06:00,8
689,Finance,2026-06-15 10:56:00,2026-06-15 17:56:00,18
690,Finance,2026-06-15 09:55:00,2026-06-15 18:55:00,3
691,Sales,2026-06-15 08:29:00,2026-06-15 12:29:00,0
692,Sales,2026-06-15 08:13:00,2026-06-15 14:13:00,2
693,IT,2026-06-15 10:13:00,2026-06-15 19:13:00,8
694,Sales,2026-06-15 10:03:00,2026-06-15 17:03:00,7
695,HR,2026-06-15 08:45:00,2026-06-15 17:45:00,8
696,Sales,2026-06-15 10:54:00,2026-06-15 18:54:00,16
697,Sales,2026-06-15 09:11:00,2026-06-15 15:11:00,10
698,Sales,2026-06-15 09:49:00,2026-06-15 17:49:00,4
699,Sales,2026-06-15 08:02:00,2026-06-15 15:02:00,0
700,IT,2026-06-15 08:08:00,2026-06-15 16:08:00,8
701,Sales,2026-06-15 10:16:00,2026-06-15 15:16:00,0
702,Sales,2026-06-15 08:22:00,2026-06-15 15:22:00,11
703,HR,2026-06-15 10:14:00,2026-06-15 14:14:00,18
704,HR,2026-06-15 08:21:00,2026-06-15 16:21:00,18
705,HR,2026-06-15 08:28:00,2026-06-15 14:28:00,3
706,Finance,2026-06-15 10:27:00,2026-06-15 17:27:00,3
707,HR,2026-06-15 08:02:00,2026-06-15 17:02:00,11
708,HR,2026-06-15 09:26:00,2026-06-15 13:26:00,0
709,Sales,2026-06-15 10:37:00,2026-06-15 19:37:00,17
710,IT,2026-06-15 08:11:00,2026-06-15 17:11:00,7
711,Finance,2026-06-15 09:00:00,2026-06-15 13:00:00,12
712,IT,2026-06-15 10:39:00,2026-06-15 19:39:00,2
713,Sales,2026-06-15 08:19:00,2026-06-15 12:19:00,12
714,IT,2026-06-15 09:48:00,2026-06-15 18:48:00,16
715,HR,2026-06-15 10:19:00,2026-06-15 17:19:00,0
716,HR,2026-06-15 10:20:00,2026-06-15 18:20:00,16
717,Sales,2026-06-15 09:41:00,2026-06-15 15:41:00,8
718,IT,2026-06-15 08:48:00,2026-06-15 12:48:00,16
719,Sales,2026-06-15 08:50:00,2026-06-15 14:50:00,6
720,Finance,2026-06-15 08:38:00,2026-06-15 16:38:00,10
721,HR,2026-06-15 10:10:00,2026-06-15 18:10:00,13
722,IT,2026-06-15 08:39:00,2026-06-15 15:39:00,18
723,Sales,2026-06-15 08:52:00,2026-06-15 16:52:00,11
724,IT,2026-06-15 08:44:00,2026-06-15 13:44:00,6
725,Sales,2026-06-15 09:04:00,2026-06-15 13:04:00,13
726,Finance,2026-06-15 09:44:00,2026-06-15 13:44:00,14
727,Sales,2026-06-15 09:17:00,2026-06-15 14:17:00,3
728,HR,2026-06-15 08:35:00,2026-06-15 13:35:00,4
729,Finance,2026-06-15 10:27:00,2026-06-15 17:27:00,16
730,IT,2026-06-15 09:50:00,2026-06-15 13:50:00,6
731,HR,2026-06-15 10:28:00,2026-06-15 14:28:00,9
732,HR,2026-06-15 10:10:00,2026-06-15 18:10:00,9
733,HR,2026-06-15 09:50:00,2026-06-15 18:50:00,8
734,IT,2026-06-15 10:27:00,2026-06-15 16:27:00,19
735,HR,2026-06-15 10:52:00,2026-06-15 15:52:00,5
736,Finance,2026-06-15 09:39:00,2026-06-15 14:39:00,16
737,IT,2026-06-15 09:11:00,2026-06-15 15:11:00,10
738,IT,2026-06-15 10:44:00,2026-06-15 15:44:00,4
739,IT,2026-06-15 09:48:00,2026-06-15 13:48:00,5
740,Sales,2026-06-15 08:53:00,2026-06-15 14:53:00,17
741,Sales,2026-06-15 10:44:00,2026-06-15 14:44:00,5
742,HR,2026-06-15 09:59:00,2026-06-15 16:59:00,1
743,Sales,2026-06-15 10:02:00,2026-06-15 17:02:00,11
744,Finance,2026-06-15 08:22:00,2026-06-15 14:22:00,15
745,Sales,2026-06-15 09:58:00,2026-06-15 13:58:00,3
746,Sales,2026-06-15 08:23:00,2026-06-15 13:23:00,4
747,Finance,2026-06-15 08:55:00,2026-06-15 12:55:00,0
748,Finance,2026-06-15 10:28:00,2026-06-15 15:28:00,17
749,Sales,2026-06-15 10:42:00,2026-06-15 16:42:00,10
750,IT,2026-06-15 08:37:00,2026-06-15 16:37:00,7
751,HR,2026-06-15 09:00:00,2026-06-15 16:00:00,16
752,IT,2026-06-15 09:04:00,2026-06-15 18:04:00,2
753,Finance,2026-06-15 08:03:00,2026-06-15 13:03:00,13
754,HR,2026-06-15 10:26:00,2026-06-15 15:26:00,18
755,HR,2026-06-15 09:58:00,2026-06-15 17:58:00,14
756,IT,2026-06-15 09:41:00,2026-06-15 17:41:00,4
757,HR,2026-06-15 08:34:00,2026-06-15 17:34:00,3
758,HR,2026-06-15 08:48:00,2026-06-15 16:48:00,12
759,Finance,2026-06-15 10:51:00,2026-06-15 14:51:00,12
760,Sales,2026-06-15 09:03:00,2026-06-15 17:03:00,4
761,IT,2026-06-15 08:12:00,2026-06-15 13:12:00,12
762,HR,2026-06-15 08:58:00,2026-06-15 14:58:00,2
763,HR,2026-06-15 09:31:00,2026-06-15 17:31:00,18
764,HR,2026-06-15 08:20:00,2026-06-15 17:20:00,11
765,IT,2026-06-15 10:38:00,2026-06-15 17:38:00,18
766,IT,2026-06-15 10:23:00,2026-06-15 18:23:00,2
767,IT,2026-06-15 10:33:00,2026-06-15 16:33:00,3
768,Finance,2026-06-15 08:16:00,2026-06-15 14:16:00,17
769,Sales,2026-06-15 09:56:00,2026-06-15 14:56:00,18
770,IT,2026-06-15 10:20:00,2026-06-15 17:20:00,4
771,IT,2026-06-15 08:35:00,2026-06-15 17:35:00,18
772,Finance,2026-06-15 10:52:00,2026-06-15 15:52:00,10
773,HR,2026-06-15 08:46:00,2026-06-15 15:46:00,10
774,Finance,2026-06-15 08:16:00,2026-06-15 15:16:00,8
775,HR,2026-06-15 09:11:00,2026-06-15 18:11:00,16
776,Finance,2026-06-15 10:25:00,2026-06-15 17:25:00,11
777,Sales,2026-06-15 09:54:00,2026-06-15 14:54:00,3
778,HR,2026-06-15 10:32:00,2026-06-15 19:32:00,14
779,Finance,2026-06-15 10:56:00,2026-06-15 16:56:00,17
780,IT,2026-06-15 10:52:00,2026-06-15 19:52:00,17
781,Sales,2026-06-15 10:46:00,2026-06-15 17:46:00,6
782,IT,2026-06-15 10:47:00,2026-06-15 14:47:00,7
783,Sales,2026-06-15 08:16:00,2026-06-15 12:16:00,16
784,IT,2026-06-15 10:37:00,2026-06-15 16:37:00,4
785,IT,2026-06-15 10:45:00,2026-06-15 18:45:00,15
786,HR,2026-06-15 09:28:00,2026-06-15 18:28:00,10
787,Finance,2026-06-15 09:09:00,2026-06-15 14:09:00,15
788,Sales,2026-06-15 09:40:00,2026-06-15 15:40:00,14
789,Finance,2026-06-15 10:49:00,2026-06-15 15:49:00,16
790,Sales,2026-06-15 10:29:00,2026-06-15 16:29:00,0
791,Sales,2026-06-15 08:36:00,2026-06-15 12:36:00,14
792,IT,2026-06-15 08:39:00,2026-06-15 16:39:00,8
793,Finance,2026-06-15 08:35:00,2026-06-15 14:35:00,1
794,Finance,2026-06-15 10:08:00,2026-06-15 15:08:00,13
795,HR,2026-06-15 09:30:00,2026-06-15 18:30:00,10
796,Finance,2026-06-15 10:13:00,2026-06-15 17:13:00,12
797,IT,2026-06-15 09:44:00,2026-06-15 17:44:00,18
798,Finance,2026-06-15 09:15:00,2026-06-15 14:15:00,7
799,IT,2026-06-15 10:33:00,2026-06-15 15:33:00,15
800,HR,2026-06-15 09:01:00,2026-06-15 14:01:00,12
801,Sales,2026-06-15 10:30:00,2026-06-15 17:30:00,1
802,Finance,2026-06-15 10:07:00,2026-06-15 19:07:00,6
803,IT,2026-06-15 10:00:00,2026-06-15 14:00:00,8
804,HR,2026-06-15 08:12:00,2026-06-15 16:12:00,18
805,IT,2026-06-15 10:56:00,2026-06-15 14:56:00,16
806,Finance,2026-06-15 10:31:00,2026-06-15 19:31:00,9
807,HR,2026-06-15 09:51:00,2026-06-15 16:51:00,17
808,HR,2026-06-15 09:27:00,2026-06-15 18:27:00,19
809,IT,2026-06-15 10:21:00,2026-06-15 19:21:00,3
810,IT,2026-06-15 10:22:00,2026-06-15 15:22:00,11
811,Finance,2026-06-15 10:13:00,2026-06-15 15:13:00,17
812,Sales,2026-06-15 09:10:00,2026-06-15 13:10:00,11
813,IT,2026-06-15 10:56:00,2026-06-15 14:56:00,17
814,Sales,2026-06-15 09:37:00,2026-06-15 13:37:00,17
815,Sales,2026-06-15 08:05:00,2026-06-15 16:05:00,11
816,IT,2026-06-15 08:27:00,2026-06-15 14:27:00,0
817,Finance,2026-06-15 10:08:00,2026-06-15 16:08:00,1
818,Sales,2026-06-15 09:14:00,2026-06-15 15:14:00,12
819,Finance,2026-06-15 08:05:00,2026-06-15 15:05:00,18
820,IT,2026-06-15 08:57:00,2026-06-15 13:57:00,0
821,Sales,2026-06-15 10:24:00,2026-06-15 15:24:00,14
822,Finance,2026-06-15 08:20:00,2026-06-15 14:20:00,12
823,IT,2026-06-15 08:23:00,2026-06-15 15:23:00,10
824,IT,2026-06-15 10:24:00,2026-06-15 19:24:00,8
825,IT,2026-06-15 10:18:00,2026-06-15 17:18:00,4
826,HR,2026-06-15 08:36:00,2026-06-15 17:36:00,15
827,Finance,2026-06-15 08:34:00,2026-06-15 13:34:00,13
828,Finance,2026-06-15 08:59:00,2026-06-15 12:59:00,12
829,HR,2026-06-15 08:12:00,2026-06-15 15:12:00,1
830,Sales,2026-06-15 08:08:00,2026-06-15 17:08:00,10
831,HR,2026-06-15 09:32:00,2026-06-15 16:32:00,12
832,Finance,2026-06-15 08:44:00,2026-06-15 13:44:00,8
833,Sales,2026-06-15 10:35:00,2026-06-15 15:35:00,2
